,作者名字,分数,评论次数,评论,date
2066,青袖沾茶香,10,0,喜欢上自己的身上的细胞了   怎么办  求解(ˊᵒ̴̶̷̤ꇴᵒ̴̶̷̤ˋ),2018-07-08 13:15:42
2067,哎哟哎哟621,10,0,好看！！！,2018-07-08 13:17:20
2068,火光下的雨,10,0,必追，好看到死,2018-07-08 13:17:52
2069,墨明曦,10,0,补习微生物学哒良好去处，幽默风趣又形象生动。ps，提前抱走红白细胞,2018-07-08 13:20:24
2070,SNH48-白云,10,0,超好看 (づ′▽`)づ追定了,2018-07-08 13:22:26
2071,横竖都二的井,10,0,超燃超萌,2018-07-08 13:23:44
2072,辍学废物诺兰,10,0,我已经想好这玩意的周边是什么了，拿刀割一下手腕，全出来了（滑稽）,2018-07-08 13:25:01
2073,终殛灬LOVEDING,10,0,妈妈再也不用担心我的学习,2018-07-08 13:26:49
2074,阮邱邱,10,0,我觉得我的身体好痛,2018-07-08 13:26:59
2075,竹间gentleman,10,0,一部让人忘记时间的好番,2018-07-08 13:29:50
2076,沐雨橙风mk2,10,0,难得的一股清流,2018-07-08 13:31:38
2077,鱼是呼,10,0,妈耶，血小板太可爱了(*‿*✿),2018-07-08 13:32:35
2078,药丸没救了,10,0,好有爱的细胞,2018-07-08 13:33:07
2079,棺之木,10,0,承包一个夏天的快乐。,2018-07-08 13:40:21
2080,LuckySai,10,0,原来我的身体里这么呆萌！,2018-07-08 13:40:45
2081,风雪吟舞,10,0,热血、搞笑、科普番。开局挺好的，期待之后的表现。,2018-07-08 13:42:22
2082,大哥的蜜袋鼬,10,0,很好也很特别的一个番，要是提早两年播出，我觉得我生物满分不是梦,2018-07-08 13:43:01
2083,InterNetGhost,10,0,血小板是我的，大家谁都别想,2018-07-08 13:43:28
2084,欧根爱吃手手,10,0,超好看啊！高中生物知识好多都忘得差不多了，这部番成功让我又开始复习起生物了(◦˙▽˙◦)今日份的血小板也很可爱呢,2018-07-08 13:43:53
2085,Yuki-沐风酱,10,0,看完之后我觉得我生物必修三白学了,2018-07-08 13:44:55
2086,悠风清笛,10,0,硬核作品，全年龄科普向，大牌声优，想不火很难！,2018-07-08 13:46:27
2087,橘万里丶,10,0,妈妈再也不用担心我学习生物枯燥啦,2018-07-08 13:49:08
2088,ftyc,10,0,好可爱的细胞,2018-07-08 13:49:25
2089,夜衣南宫,10,0,这番真好看，涨姿势了,2018-07-08 13:49:33
2090,吾爱真白,10,0,血小板，，，，追啦！,2018-07-08 13:53:16
2091,冲浪使人快乐,10,0,文科生了解【生物细胞专题】必备番,2018-07-08 13:56:16
2092,寸草微风,10,0,我要早点看了这番，还会怕生物不及格,2018-07-08 13:56:20
2093,奇形怪状的大草原,10,0,就很棒啊,2018-07-08 13:56:29
2094,我是个小柠檬,10,0,超喜欢啊，拟人化又科普,2018-07-08 14:00:44
2095,悠轻月风,10,0,真的棒，全年龄向番，我相信就算父母陪着孩子看也不会觉得无趣，真的很久没看到这么棒的番了，国产中能相提并论的也就蓝猫淘气三千问了吧,2018-07-08 14:01:27
2096,柚子殿下.,10,0,期待,2018-07-08 14:01:44
2097,浅蓝绝影,10,0,赞，好看，我要血小板！！！,2018-07-08 14:02:13
2098,苍原月,10,0,医学生看真是倍感亲切！,2018-07-08 14:02:28
2099,Ni_Sleimok,10,0,细胞也能人格化，脑洞真大，赞赞赞,2018-07-08 14:03:23
2100,嘤嘤嘤教教主,10,0,看的让人热血肺疼,2018-07-08 14:03:48
2101,今生有幸庆余年,10,0,这番，我特么吹爆,2018-07-08 14:04:20
2102,筱星耀,10,0,好看!,2018-07-08 14:05:06
2103,FlowRsDance,10,0,好看,2018-07-08 14:05:07
2104,縗小孩,10,0,创意慢慢  没看过漫画看漫友平均很高 从预告就开始关注的 第一集看完果断追了,2018-07-08 14:05:26
2105,柯南棉花糖,10,0,好棒嗷～,2018-07-08 14:05:50
2106,想要赢的钱多多,10,0,由浅入深的普及知识，超级喜欢,2018-07-08 14:05:54
2107,石原里美的异国恋男友,10,0,文科生看的一脸懵，还好我的血小板老婆很可爱，完美，还有在我的身体里细胞禁止谈恋爱谢谢！！！,2018-07-08 14:06:50
2108,僵尸粉301号,10,0,生物课代表已经向同学安利辣(ಡωಡ),2018-07-08 14:07:48
2109,村W雨,10,0,我在想是不是该把自己割了日血小板,2018-07-08 14:09:59
2110,火火火火龍龍龍,10,0,我就把话放这了，学医不如看工作细胞！！！——致千千万万考完试和还在考试月的医学僧们,2018-07-08 14:10:06
2111,暗月教教主纯狐樣,10,0,我怎么觉得，这部番偏重于“番”而非科普向……硬说是科普向，也是低水平的科普……所以细节之类的不要太计较了，作者有自己的想法，想深入了解的自己下去百度吧w(・ω・)ノ,2018-07-08 14:11:17
2112,duskst,10,0,萌即正义，一切为了血小板,2018-07-08 14:12:19
2113,桜の雫,10,0,血小板萌翻啊！期待后续,2018-07-08 14:13:14
2114,马麦味雪影,10,0,好看！作为理科生看到简直高兴得嗦不出话。期待白细胞和红细胞cp！,2018-07-08 14:14:10
2115,食我啊,10,0,很好看der,2018-07-08 14:14:16
2116,Apple氵番,10,0,没得说！好评！,2018-07-08 14:14:25
2117,我手机房,10,0,md这番太sb了,2018-07-08 14:14:57
2118,廖bbbbb,10,0,入坑了！！！,2018-07-08 14:15:27
2119,中二艺宅,10,0,追起来,2018-07-08 14:15:28
2120,璇璇璇璇璇oc,10,0,真心好看。又学到了知识。,2018-07-08 14:16:58
2121,牧幺yo,10,0,是时候安利给老师了（￣＃）３￣）,2018-07-08 14:17:43
2122,Lv99大法师,10,0,很棒科普了知识，从未想到会将细胞拟人 很有想象力创新,2018-07-08 14:18:25
2123,武陵の人,10,0,好看,2018-07-08 14:20:22
2124,叁梨梨,10,0,太可爱啦w,2018-07-08 14:20:37
2125,qwerpo1234,2,0,咱们怎么没有这种想象力呢？？,2018-07-08 14:21:03
2126,西域战神萌新阿凡提,10,0,不管怎样反正我要爱护身体了,2018-07-08 14:22:52
2127,H丶LiHen,10,0,233作者好脑洞,2018-07-08 14:24:06
2128,想当爱抖露的五岁小水,10,0,我就想问你，那么可爱的血小板，连香菜的笑了的番，五星不是很应该吗！,2018-07-08 14:24:29
2129,Kiriyaちゃん,8,0,真是奇怪的番...,2018-07-08 14:24:36
2130,蚊子怕热,10,0,肥宅莫名觉得自己全身上下都洋溢着罗曼蒂克的气息！！！,2018-07-08 14:24:37
2131,江户川乱斗,10,0,日本的生物教育有救了！,2018-07-08 14:25:02
2132,LLAlter,10,0,我居然在B站学生物！！！,2018-07-08 14:25:22
2133,盛唐之刃,10,0,我竟然在B站学生物。。。。不过好歹也是学业水平测试生物A的选手，看起来倒是没有什么压力,2018-07-08 14:26:34
2134,老王家狗子,10,0,我身体里住着一群可爱的血小板啊，好开心,2018-07-08 14:28:00
2135,kumatautou,10,0,漫画的时候就觉得很好看了，终于动画化啦(๑•ั็ω•็ั๑),2018-07-08 14:28:43
2136,拉缇娜的眷属,10,0,很有创意的一部番，人设、情节都很让人眼前一亮，还有.....血小板是我的！,2018-07-08 14:28:56
2137,ZWKSHD404,10,0,动漫版的教材，MM再也不用担心我生物不及格了,2018-07-08 14:31:03
2138,夏栖云,10,0,今天开始要更注意身体(｡･ω･｡)ﾉ,2018-07-08 14:31:30
2139,1617437,10,0,太有趣了～(￣▽￣～)~,2018-07-08 14:32:13
2140,陈小双不脱更,10,0,一名学渣医学生表示有点东西,2018-07-08 14:33:58
2141,泳装前不碰任何池子,10,0,超赞啊!,2018-07-08 14:35:07
2142,fpyeah,10,0,承包血小板,2018-07-08 14:35:49
2143,无偶有毒,10,0,这部番确实给人很眼前一亮的感觉。虽然说是介绍人体细胞功能却毫不生硬。有了解的人可以轻松联想，不理解的同学也一样补充知识XD作为一部轻松时刻的番值得你的“追番”按钮。而且第一集看起来非常有潜力！！！！！,2018-07-08 14:36:22
2144,你笑起来的样子真可爱,10,0,太可爱啦,2018-07-08 14:37:13
2145,IvesConcher,10,0,可以可以，恋爱搞笑战斗科普番,2018-07-08 14:37:39
2146,翡翠梦宸,10,0,挺有意思的，还能涨知识，可以,2018-07-08 14:37:40
2147,は君莫笑う,10,0,妈妈再也不用担心我生物考不及格啦。,2018-07-08 14:39:12
2148,寒冬里的冰棍,10,0,超赞！ 非常喜欢这种风格的动漫 还能普及到知识！,2018-07-08 14:39:45
2149,樨-鹿,10,0,感觉初中可以看这个，我感觉生物一定满分→_→,2018-07-08 14:41:28
2150,佛系少年吖,10,0,血小板真可爱(✪ω✪),2018-07-08 14:42:14
2151,亚瑟爱吃饭,10,0,少有的先声夺人，让人对后面剧情很期待，预计以单元剧形式播出，加油吧！,2018-07-08 14:42:33
2152,W1111am,10,0,题材很新颖啊,2018-07-08 14:44:18
2153,水蓝色的上低音号,10,0,为了活下去，自己身体里竟然有这么多的细胞在努力地工作，一瞬间感觉自己不孤独了。固然对于所谓“好番”的定义因人而异，但一部鼓励人们自尊自爱的动漫作品，应当可以在其中占有一席之地。,2018-07-08 14:46:39
2154,某科学の中二少年,10,0,看了第一集就是两个字：“吹爆！”,2018-07-08 14:46:55
2155,Outer_Science,10,0,妈也一开始以为又是一部拟人化的，没意思，然后......就真香了呢......,2018-07-08 14:47:01
2156,東南亞毒梟,6,0,蛮有趣的一部番。题材也很新颖。画风也不错(以上是看完第一集后写，下面是现在感受)越往后越觉得无聊，甚至想睡觉。习惯了之后，新鲜感没有了，感觉各个故事的套路都大同小异。每次看新的一集都是在强迫自己一样。,2018-07-08 14:48:29
2157,宫本白野,10,0,了解一下、你身体全是你老婆老公,2018-07-08 14:48:44
2158,百里祁青,10,0,炒鸡有趣，虽然也是搞笑类的漫画，但很涨知识啊,2018-07-08 14:49:09
2159,时辰不背锅,10,0,啊啊啊啊感觉很不错啊，先五星一波,2018-07-08 14:50:55
2160,寸宁,10,0,超级可爱！,2018-07-08 14:51:01
2161,NM梦魇,10,0,好欢乐(≧∇≦)/,2018-07-08 14:51:58
2162,老子叫基佬,10,0,作为一个科普番，很有教育意义，5星。,2018-07-08 14:52:17
2163,梦回a,10,0,血小板超可爱,2018-07-08 14:54:40
2164,猪猪女孩天天长胖,10,0,妈的，简直笑死,2018-07-08 14:54:48
2165,_菜菜_,10,0,又萌又燃又搞笑,2018-07-08 14:54:59
2166,佐天泪子小姐,10,1,⊙∀⊙！，哇，是真的好看,2018-07-08 14:55:28
2167,青袂陨梦,8,0,真的很棒啊！,2018-07-08 14:57:34
2168,金木糖君,10,0,很喜欢这部番!!,2018-07-08 14:57:46
2169,路人想了很多,10,0,科普番，很有意思，我的血小板不可能那么可爱！,2018-07-08 15:00:57
2170,朕乏了都滚吧,10,0,好萌好好看,2018-07-08 15:01:04
2171,晴人Haru,10,0,靠谱的成年男细胞和天真可爱的红细胞的二三事（确定不是医学生的福音吗2333(。・`ω´・),2018-07-08 15:04:58
2172,木彤君,10,0,好有爱的一个番啊，血小板太可爱了，全程科普超赞！！,2018-07-08 15:05:18
2173,洛 灵,8,0,还算有趣,2018-07-08 15:05:35
2174,雲琼洛峤,10,0,贼棒，期待很久了之前一直在啃漫画。生物有救了太棒了。,2018-07-08 15:06:26
2175,音乐君ww,10,0,贼好看,2018-07-08 15:06:30
2176,_空中劈叉的睿智舰长_,10,0,推荐给班上的女生看，这部番作为她们的入宅番一定是不错的选择！,2018-07-08 15:06:49
2177,一哥胖子,10,0,有趣！！,2018-07-08 15:07:39
2178,SM熊孩子,10,0,牛逼,2018-07-08 15:07:52
2179,小飞飞羊,10,0,很好看,2018-07-08 15:08:29
2180,大空之魂,10,0,医学生看了觉得无比亲切﻿⊙∀⊙！,2018-07-08 15:09:09
2181,红色v贝鱼v,10,0,血小板好可爱,2018-07-08 15:09:23
2182,极Lee,10,0,敲可耐,2018-07-08 15:10:12
2183,mons凯,10,0,医学生一本满足。,2018-07-08 15:10:53
2184,g4g4t,10,0,血小板我的( ｰ̀εｰ́ ),2018-07-08 15:11:56
2185,小小黑居然重名了,10,0,太棒了，要做有知识的肥宅呢！,2018-07-08 15:12:12
2186,纤俞酱,10,0,追了 (*≧▽≦),2018-07-08 15:12:14
2187,平仔大好き,10,0,太棒了，ED音乐也非常好听，还是我喜欢的组合唱的，赛高,2018-07-08 15:12:19
2188,K君不出门,10,0,血小板萌炸了,2018-07-08 15:12:24
2189,我不吃药丸啦,10,0,好棒,2018-07-08 15:12:28
2190,夜の悪,10,0,不为什么，就为血小板！,2018-07-08 15:13:39
2191,蒙古海军元帥,10,0,这个番省钱，全身是周边。,2018-07-08 15:15:06
2192,依沐怜,10,0,哈哈哈哈哈哈我的细胞们都好萌啊！！！！！！,2018-07-08 15:15:34
2193,一位无名的路人,10,0,科普番,2018-07-08 15:17:40
2194,宅小毛先生,10,0,奈斯大夫,2018-07-08 15:17:43
2195,冠位王厨,10,0,很有创意的动画,2018-07-08 15:19:16
2196,漠少昕辰,10,0,我高考都考完了还不放过我（我在B站复习生物系列）,2018-07-08 15:19:48
2197,商品打七折,10,0,疯狂表白白细胞(ˊ˘ˋ),2018-07-08 15:21:32
2198,朔栎°,10,0,有科普意义,2018-07-08 15:26:00
2199,解药--,10,0,好看好看喜欢,2018-07-08 15:26:50
2200,克爹CL-55,10,0,挺好看的,2018-07-08 15:29:34
2201,某科学的超帅男神,10,0,不聊了，我去舔伤口了,2018-07-08 15:29:57
2202,愁缘s,10,0,血小板好可爱（≧∇≦）,2018-07-08 15:30:22
2203,dldaadu,10,0,我的老婆们,2018-07-08 15:32:44
2204,山下七海,10,0,这番我吹爆,2018-07-08 15:32:51
2205,沙雕广付肉,10,0,什么？要手办？来一刀～,2018-07-08 15:32:57
2206,爬墙and花心,10,0,好可爱，节奏把握得很好，不会觉得很枯燥，也能学到不少知识,2018-07-08 15:33:05
2207,LXーlod,10,0,更爱自己了，血小板真的萌炸了,2018-07-08 15:34:07
2208,浮梦ht,10,0,血小板真萌(≧ω≦)/,2018-07-08 15:34:33
2209,梦太沉麼,10,0,承包血小板，,2018-07-08 15:35:05
2210,月影丶残烛,10,0,伤口？我先舔为敬,2018-07-08 15:35:27
2211,今宵は梦を见させて,10,0,非常棒的科普动漫哦！,2018-07-08 15:36:36
2212,萤火之森丶丶,8,0,还行，先观望一波,2018-07-08 15:37:34
2213,K妹儿看梦醒,10,0,天呐这种认认真真做的番 还能科普一些知识 拟人化的细胞之类的 太可爱太可爱了 我要一直追完它,2018-07-08 15:38:55
2214,渔人梦漂泊,10,0,想不到恋爱的酸臭味都能渗透到体内的细胞(๑>؂<๑）,2018-07-08 15:39:46
2215,Dy_小鸟,10,0,理科生前来认真学习生物,2018-07-08 15:43:28
2216,忘记的味道是苦的,10,0,画风很萌，但是却将一些枯燥的生理卫生知识讲的很生动。很棒的一部片子。,2018-07-08 15:48:07
2217,名侦探江户川柯南君,8,1,第一集观感良好,2018-07-08 15:52:04
2218,滑天下之大稽G,10,0,很好看的番,2018-07-08 15:52:25
2219,Dbxhuang,10,1,这是战斗番，重审战斗番！,2018-07-08 15:52:41
2220,AK12爱吃冰沙0v0,10,0,兼顾科普和搞笑娱乐等元素，上一个季度的日漫我只追了poppipi，这部番则是我这个季度第一个点订阅的番,2018-07-08 15:53:08
2221,文强は萌えですか,10,0,涨知识了,2018-07-08 15:55:05
2222,飞快的咖啡,10,0,好科普向的一部番。,2018-07-08 15:55:22
2223,欧尼酱海盗,10,0,好好看啊。热血又涨知识。www我香菜真可爱。血小板怎么能辣么可爱,2018-07-08 15:58:11
2224,夏末～秋初,10,0,赛高,2018-07-08 15:59:15
2225,爱巧克力的喵,10,0,通过动漫的形式了解身体的免疫系统 有点好玩 哈哈哈哈哈哈,2018-07-08 16:00:35
2226,EnanoBlanco,10,0,强行但不尴尬的恰到好处的科普，而且每个细胞特点都能完美的体现出来了！五分,2018-07-08 16:01:52
2227,小橙子吖qvq,10,0,可爱死了~血小板,2018-07-08 16:03:04
2228,人間失格王子樣,10,0,超可爱！！！,2018-07-08 16:03:46
2229,弦结,10,0,太棒了,2018-07-08 16:04:56
2230,季涟,10,0,感谢医学生大佬们的科普！霓虹人脑洞太大了23333搞得我都想回高中重新学一遍生物课了~另外我身体里面的细胞都谈恋爱了我还是单身.jpg,2018-07-08 16:05:07
2231,淺藍柚子,10,0,為甚麼不可以給六星?好吧 我很喜歡生物!有這樣的作品真的太好了~漫畫也很好看 好想趕快看下集的動畫啊~~,2018-07-08 16:05:22
2232,茗小芊,10,0,第一部第一眼看到PⅤ就喜欢上的番~,2018-07-08 16:05:58
2233,誓言う,10,0,好久没有看到怎么优秀的新番了,2018-07-08 16:07:33
2234,金的皮皮兔,10,0,好玩呀呀呀,2018-07-08 16:07:37
2235,Muriel,10,0,血小板我的,2018-07-08 16:08:16
2236,爻-昵称短凑字数用,10,0,感觉很有意思啊,2018-07-08 16:10:13
2237,吉星光羽,10,0,医学狗怒发一波好评~~~~~~~,2018-07-08 16:10:58
2238,Gina荞菈,10,0,好好看啊啊啊啊，期待了好久，终于开播啦！顺便表白下白细胞，好帅啊嘿嘿(◍ ´꒳` ◍),2018-07-08 16:11:13
2239,金平糖吉祥物,10,0,这部真的太可爱了！！！！我看完第一集就去补了漫画，一口气补到十话竟然有一种自己在看少女漫的错觉？！！！,2018-07-08 16:12:24
2240,金髪敗犬英梨梨,10,0,贼有趣,2018-07-08 16:13:42
2241,松-Loose-英,10,0,超赞（ '▿ ' ）,2018-07-08 16:13:48
2242,柚禾ン,10,0,不谈了吧，我特么吹爆！,2018-07-08 16:14:11
2243,一个想成为天启的T-34,10,0,热血恋爱打斗科普，我想给你10颗星。,2018-07-08 16:14:28
2244,这是一个圆茄子,10,0,生物番，被安排得明明白白。,2018-07-08 16:16:26
2245,雨轩点点,10,0,我已经爱上了我的身体！！！,2018-07-08 16:18:09
2246,Masonの,10,0,好评！！！,2018-07-08 16:20:52
2247,绿眼荷兰人,10,0,作为一名生物课代表，这部番简述了我一直很喜欢的人体与细菌抗争的故事，追追追！,2018-07-08 16:22:00
2248,冰雨ぺ落花,10,0,承包所有可爱的血小板和所有的巨噬细胞ヾ(≧O≦)〃,2018-07-08 16:26:36
2249,千瞳灬,10,0,很有創意的番劇，而且還有喜愛的聲優配音，所以喜歡，喜歡。,2018-07-08 16:27:28
2250,復興武德,10,0,好險最後有個東北的同志捐血，不然就完了。話說我同學居然騙我身體主人死了。,2018-07-08 16:29:09
2251,冷孑,10,0,学生物还行,2018-07-08 16:29:31
2252,一碗香喷喷的红烧肉,10,0,好看!haopingaaaaaa,2018-07-08 16:31:07
2253,梦境的翅膀,10,0,终于可以评价了,2018-07-08 16:31:16
2254,王楚丶,10,0,23333追漫画去了,2018-07-08 16:31:23
2255,蠢埋的埋是我的埋,10,0,还没更新么,2018-07-08 16:31:46
2256,我永远喜欢渡边曜,10,0,血小板真萌！,2018-07-08 16:32:12
2257,凉风凉月,10,0,原来我身体里有那么可爱的妹子啊（大雾,2018-07-08 16:33:08
